release_id,task_id,family,source,execution_mode,model_alias,model_display_name,requested_model_id,provider,condition,passed,input_tokens,output_tokens,thoughts_tokens,total_tokens,opus_gene_source,subset,subset_memberships,source_run_id,source_segment,protocol,runner_seed,provider_sampling_seed,trial_count,manifest_sha256,skill_asset_set_sha256,opus_gene_asset_set_sha256,gemini_gene_asset_set_sha256
73d08c560817d745c8415927,T0144,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,990,2447,0,3437,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0145,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1022,2575,0,3597,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0146,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,956,1993,0,2949,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0147,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1086,1692,0,2778,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0148,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,1049,1460,0,2509,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0149,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1059,2870,0,3929,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0150,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,899,1027,0,1926,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0151,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,1,951,1932,0,2883,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0152,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,961,2846,0,3807,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0153,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1009,2421,0,3430,evolved,opus_evolved252,full778;opus_evolved252;common_evolved180,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0154,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1055,1630,0,2685,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0155,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1060,1797,0,2857,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0156,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,939,1978,0,2917,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0157,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1110,2676,0,3786,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0158,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,967,2109,0,3076,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0159,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,849,1966,0,2815,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0160,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,886,1245,0,2131,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0161,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1090,2114,0,3204,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0162,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,949,2753,0,3702,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0163,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1038,2424,0,3462,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0164,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,964,2729,0,3693,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0165,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,973,1651,0,2624,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0166,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1178,2245,0,3423,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0167,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1208,3369,0,4577,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0168,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1030,947,0,1977,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0169,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1017,1911,0,2928,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0170,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1014,2787,0,3801,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0171,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1260,1899,0,3159,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0172,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,993,2009,0,3002,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0173,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,913,1988,0,2901,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0174,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1051,1565,0,2616,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0175,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1058,1443,0,2501,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0176,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,934,1167,0,2101,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0177,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1206,1985,0,3191,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0178,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,974,2409,0,3383,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0179,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1020,3070,0,4090,evolved,opus_evolved252,full778;opus_evolved252,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0180,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1035,1455,0,2490,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0181,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,1038,2531,0,3569,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
73d08c560817d745c8415927,T0182,code_generation,v3_imported_solution_first_runtime,subprocess_cli,bedrock_opus48,Anthropic Claude Opus 4.8,global.anthropic.claude-opus-4-8,AWS Bedrock Converse API,no_context,0,979,1301,0,2280,reference_distilled,opus_reference_distilled526,full778;opus_reference_distilled526,v3_final_common778_claude_thinklow,historical,legacy-v1,42,not_recorded,1,191587d6e35b794601c096e98133577ea497ab9e09936f6818d1b9e30a14264d,56cdc55579a77eaf315189edc69079bc16db7da3c225e97d2072a2ee52b637e0,edf8f37cb7db6d3dbdb629f53d1603b3814636144cd2498a27db37ccbe4e9f8a,506b6eac3f607319d0eadd8fe94e7be55f53f37a2635a0e98d6747276c536bdd
